caso_id,mensaje_original,mensaje_normalizado,intencion_esperada,coincidencia_exacta,evidencia_detectada,entidades_detectadas,extraccion_sintactica,error
caso_096,¿Me reserva la mesa de siempre?,¿me reserva la mesa de siempre?,reserva_evento.solicitar_reserva,True,"[{""rule_id"": ""RESERVATION_REQUEST"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.58, ""text"": ""reserva"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""reserva"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""reserva"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""reserva"", ""canonical"": ""reserva"", ""text"": ""reserva"", ""normalized_text"": ""reserva"", ""start_char"": 4, ""end_char"": 11, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""SERVICIO"", ""entity_id"": ""reserva"", ""canonical"": ""reserva"", ""text"": ""reserva""}]}",
caso_097,¿Qué cambió del menú?,¿qué cambió del menú?,menu.consultar_cambios_menu,False,"[{""rule_id"": ""MENU_RETRY"", ""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""weight"": 0.65, ""text"": ""menú"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": true}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""menú"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""menú"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": false}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 16, ""end_char"": 20, ""start_token"": 4, ""end_token"": 5, ""priority"": 60, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú""}]}",
caso_098,¿La dirección es la misma?,¿la dirección es la misma?,horario_ubicacion.consultar_ubicacion,False,[],[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_099,Anote un arroz con camarón.,anote un arroz con camarón.,pedido.agregar_producto_pedido,False,"[{""rule_id"": ""ORDER_WANT_PRODUCT"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.58, ""text"": ""anote un arroz"", ""start_token"": 0, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.58, ""text"": ""anote un arroz con"", ""start_token"": 0, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.58, ""text"": ""anote un arroz con camarón"", ""start_token"": 0, ""end_token"": 5, ""requires_context"": false}]","[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""arroz_con_camaron"", ""canonical"": ""Arroz con Camarón"", ""text"": ""arroz con camarón"", ""normalized_text"": ""arroz con camarón"", ""start_char"": 9, ""end_char"": 26, ""start_token"": 2, ""end_token"": 5, ""priority"": 100, ""source"": ""PhraseMatcher""}]","{""quantities"": [1], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""arroz_con_camaron"", ""canonical"": ""Arroz con Camarón"", ""text"": ""arroz con camarón""}]}",
caso_103,¿Tienen langostinos?,¿tienen langostinos?,catalogo.consultar_producto,False,[],"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""langostinos"", ""normalized_text"": ""langostinos"", ""start_char"": 8, ""end_char"": 19, ""start_token"": 2, ""end_token"": 3, ""priority"": 90, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""langostinos""}]}",
caso_105,¿Pueden organizar un almuerzo empresarial?,¿pueden organizar un almuerzo empresarial?,reserva_evento.consultar_eventos,False,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""almuerzo"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""almuerzo empresarial"", ""start_token"": 4, ""end_token"": 6, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""empresarial"", ""start_token"": 5, ""end_token"": 6, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""almuerzo"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""almuerzo empresarial"", ""start_token"": 4, ""end_token"": 6, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""empresarial"", ""start_token"": 5, ""end_token"": 6, ""requires_context"": false}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""eventos"", ""canonical"": ""eventos"", ""text"": ""almuerzo empresarial"", ""normalized_text"": ""almuerzo empresarial"", ""start_char"": 21, ""end_char"": 41, ""start_token"": 4, ""end_token"": 6, ""priority"": 60, ""source"": ""PhraseMatcher""}]","{""quantities"": [1], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""SERVICIO"", ""entity_id"": ""eventos"", ""canonical"": ""eventos"", ""text"": ""almuerzo empresarial""}]}",
caso_113,¿Puedo reservar un espacio privado?,¿puedo reservar un espacio privado?,reserva_evento.consultar_reserva,False,"[{""rule_id"": ""RESERVATION_REQUEST"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.58, ""text"": ""reservar"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]",[],"{""quantities"": [1], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_114,¿Cuál es la capacidad máxima para eventos?,¿cuál es la capacidad máxima para eventos?,reserva_evento.consultar_eventos,False,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""eventos"", ""start_token"": 7, ""end_token"": 8, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""eventos"", ""start_token"": 7, ""end_token"": 8, ""requires_context"": false}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""eventos"", ""canonical"": ""eventos"", ""text"": ""eventos"", ""normalized_text"": ""eventos"", ""start_char"": 34, ""end_char"": 41, ""start_token"": 7, ""end_token"": 8, ""priority"": 60, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""SERVICIO"", ""entity_id"": ""eventos"", ""canonical"": ""eventos"", ""text"": ""eventos""}]}",
caso_116,¿El parqueadero tiene costo?,¿el parqueadero tiene costo?,horario_ubicacion.consultar_parqueadero,False,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""parqueadero"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""parqueadero"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""parqueadero"", ""canonical"": ""Parqueadero"", ""text"": ""parqueadero"", ""normalized_text"": ""parqueadero"", ""start_char"": 4, ""end_char"": 15, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""SERVICIO"", ""entity_id"": ""parqueadero"", ""canonical"": ""Parqueadero"", ""text"": ""parqueadero""}]}",
caso_117,¿Pueden adaptar un plato sin camarón?,¿pueden adaptar un plato sin camarón?,pedido.solicitar_modificacion,True,"[{""rule_id"": ""MODIFICATION_REMOVE"", ""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""weight"": 0.62, ""text"": ""sin camarón"", ""start_token"": 5, ""end_token"": 7, ""requires_context"": false}]","[{""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""camarón"", ""normalized_text"": ""camarón"", ""start_char"": 29, ""end_char"": 36, ""start_token"": 6, ""end_token"": 7, ""priority"": 90, ""source"": ""PhraseMatcher""}]","{""quantities"": [1], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": [{""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""camarón""}]}",
caso_118,Necesito propuesta para veinte personas.,necesito propuesta para veinte personas.,reserva_evento.solicitar_evento,False,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""veinte"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": true}]",[],"{""quantities"": [20], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_119,¿Manejan factura electrónica?,¿manejan factura electrónica?,operacion.consultar_facturacion,False,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""factura"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""factura electrónica"", ""start_token"": 2, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""electrónica"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""factura"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""factura electrónica"", ""start_token"": 2, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""electrónica"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""factura_electronica"", ""canonical"": ""Factura electrónica"", ""text"": ""factura electrónica"", ""normalized_text"": ""factura electrónica"", ""start_char"": 9, ""end_char"": 28, ""start_token"": 2, ""end_token"": 4, ""priority"": 60, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""SERVICIO"", ""entity_id"": ""factura_electronica"", ""canonical"": ""Factura electrónica"", ""text"": ""factura electrónica""}]}",
caso_125,quiero pesacado frito,quiero pesacado frito,pedido.iniciar_pedido,False,[],"[{""entity_type"": ""PREPARACION"", ""entity_id"": ""frito"", ""canonical"": ""frito"", ""text"": ""frito"", ""normalized_text"": ""frito"", ""start_char"": 16, ""end_char"": 21, ""start_token"": 2, ""end_token"": 3, ""priority"": 75, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PREPARACION"", ""entity_id"": ""frito"", ""canonical"": ""frito"", ""text"": ""frito""}]}",
caso_131,tiene camaron,tiene camaron,catalogo.consultar_producto,False,"[{""rule_id"": ""AVAILABILITY_PRODUCT"", ""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""weight"": 0.52, ""text"": ""tiene camaron"", ""start_token"": 0, ""end_token"": 2, ""requires_context"": false}]","[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""camaron"", ""canonical"": ""camaron"", ""text"": ""camaron"", ""normalized_text"": ""camaron"", ""start_char"": 6, ""end_char"": 13, ""start_token"": 1, ""end_token"": 2, ""priority"": 80, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""camaron"", ""canonical"": ""camaron"", ""text"": ""camaron""}]}",
caso_132,uno de esos,uno de esos,pedido.agregar_producto_pedido,False,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""uno"", ""start_token"": 0, ""end_token"": 1, ""requires_context"": true}]",[],"{""quantities"": [1], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_133,lo quiero en salsa,lo quiero en salsa,pedido.seleccionar_preparacion,False,[],"[{""entity_type"": ""PREPARACION"", ""entity_id"": ""en_salsa"", ""canonical"": ""en_salsa"", ""text"": ""en salsa"", ""normalized_text"": ""en salsa"", ""start_char"": 10, ""end_char"": 18, ""start_token"": 2, ""end_token"": 4, ""priority"": 75, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PREPARACION"", ""entity_id"": ""en_salsa"", ""canonical"": ""en_salsa"", ""text"": ""en salsa""}]}",
caso_139,quiero dos mojaras,quiero dos mojaras,pedido.agregar_producto_pedido,False,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""dos"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": true}]",[],"{""quantities"": [2], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_144,precios,precios,precio.consultar_precios_generales,False,[],[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_145,qué hay,qué hay,menu.consultar_menu_general,False,[],[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_147,uno frito,uno frito,pedido.seleccionar_preparacion,False,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""uno"", ""start_token"": 0, ""end_token"": 1, ""requires_context"": true}]","[{""entity_type"": ""PREPARACION"", ""entity_id"": ""frito"", ""canonical"": ""frito"", ""text"": ""frito"", ""normalized_text"": ""frito"", ""start_char"": 4, ""end_char"": 9, ""start_token"": 1, ""end_token"": 2, ""priority"": 75, ""source"": ""PhraseMatcher""}]","{""quantities"": [1], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PREPARACION"", ""entity_id"": ""frito"", ""canonical"": ""frito"", ""text"": ""frito""}]}",
caso_153,2,2,pedido.indicar_cantidad,True,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""2"", ""start_token"": 0, ""end_token"": 1, ""requires_context"": true}]",[],"{""quantities"": [2], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_156,qué es marinera,qué es marinera,catalogo.consultar_definicion_preparacion,False,[],"[{""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_marinera"", ""canonical"": ""a_la_marinera"", ""text"": ""marinera"", ""normalized_text"": ""marinera"", ""start_char"": 7, ""end_char"": 15, ""start_token"": 2, ""end_token"": 3, ""priority"": 75, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_marinera"", ""canonical"": ""a_la_marinera"", ""text"": ""marinera""}]}",
caso_161,¿La cazuela tiene leche o crema?,¿la cazuela tiene leche o crema?,seguridad_alimentaria.consultar_alergenos,False,[],"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""cazuela"", ""canonical"": ""cazuela"", ""text"": ""cazuela"", ""normalized_text"": ""cazuela"", ""start_char"": 4, ""end_char"": 11, ""start_token"": 2, ""end_token"": 3, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""lacteos"", ""canonical"": ""Lácteos"", ""text"": ""leche"", ""normalized_text"": ""leche"", ""start_char"": 18, ""end_char"": 23, ""start_token"": 4, ""end_token"": 5, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""lacteos"", ""canonical"": ""Lácteos"", ""text"": ""crema"", ""normalized_text"": ""crema"", ""start_char"": 26, ""end_char"": 31, ""start_token"": 6, ""end_token"": 7, ""priority"": 90, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""cazuela"", ""canonical"": ""cazuela"", ""text"": ""cazuela""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""lacteos"", ""canonical"": ""Lácteos"", ""text"": ""leche""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""lacteos"", ""canonical"": ""Lácteos"", ""text"": ""crema""}]}",
caso_163,¿Qué opción no es frita?,¿qué opción no es frita?,catalogo.consultar_preparacion,False,[],"[{""entity_type"": ""PREPARACION"", ""entity_id"": ""frito"", ""canonical"": ""frito"", ""text"": ""frita"", ""normalized_text"": ""frita"", ""start_char"": 18, ""end_char"": 23, ""start_token"": 5, ""end_token"": 6, ""priority"": 75, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": [{""entity_type"": ""PREPARACION"", ""entity_id"": ""frito"", ""canonical"": ""frito"", ""text"": ""frita""}]}",
caso_165,"Soy alérgica al camarón, ¿qué puedo pedir?","soy alérgica al camarón, ¿qué puedo pedir?",recomendacion.solicitar_recomendacion_por_alergia,False,"[{""rule_id"": ""ALLERGY_QUERY"", ""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_alergenos"", ""weight"": 0.8, ""text"": ""alérgica al camarón"", ""start_token"": 1, ""end_token"": 4, ""requires_context"": false}]","[{""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""camarón"", ""normalized_text"": ""camarón"", ""start_char"": 16, ""end_char"": 23, ""start_token"": 3, ""end_token"": 4, ""priority"": 90, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""camarón""}]}",
caso_170,¿Qué platos tienen sin mariscos?,¿qué platos tienen sin mariscos?,catalogo.consultar_categoria_por_restriccion,False,[],"[{""entity_type"": ""CATEGORIA"", ""entity_id"": ""mariscos"", ""canonical"": ""Mariscos"", ""text"": ""mariscos"", ""normalized_text"": ""mariscos"", ""start_char"": 23, ""end_char"": 31, ""start_token"": 5, ""end_token"": 6, ""priority"": 70, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": [{""entity_type"": ""CATEGORIA"", ""entity_id"": ""mariscos"", ""canonical"": ""Mariscos"", ""text"": ""mariscos""}]}",
caso_171,¿La salsa marinera contiene lácteos?,¿la salsa marinera contiene lácteos?,seguridad_alimentaria.consultar_alergenos,False,[],"[{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""salsa"", ""canonical"": ""Salsa"", ""text"": ""salsa"", ""normalized_text"": ""salsa"", ""start_char"": 4, ""end_char"": 9, ""start_token"": 2, ""end_token"": 3, ""priority"": 65, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_marinera"", ""canonical"": ""a_la_marinera"", ""text"": ""marinera"", ""normalized_text"": ""marinera"", ""start_char"": 10, ""end_char"": 18, ""start_token"": 3, ""end_token"": 4, ""priority"": 75, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""lacteos"", ""canonical"": ""Lácteos"", ""text"": ""lácteos"", ""normalized_text"": ""lácteos"", ""start_char"": 28, ""end_char"": 35, ""start_token"": 5, ""end_token"": 6, ""priority"": 90, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""salsa"", ""canonical"": ""Salsa"", ""text"": ""salsa""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_marinera"", ""canonical"": ""a_la_marinera"", ""text"": ""marinera""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""lacteos"", ""canonical"": ""Lácteos"", ""text"": ""lácteos""}]}",
caso_172,¿Pueden usar utensilios separados?,¿pueden usar utensilios separados?,seguridad_alimentaria.consultar_contaminacion_cruzada,True,"[{""rule_id"": ""CROSS_CONTAMINATION"", ""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_contaminacion_cruzada"", ""weight"": 0.82, ""text"": ""utensilios"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""CROSS_CONTAMINATION"", ""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_contaminacion_cruzada"", ""weight"": 0.82, ""text"": ""utensilios separados"", ""start_token"": 3, ""end_token"": 5, ""requires_context"": false}]",[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_173,¿Cuál plato no lleva gluten?,¿cuál plato no lleva gluten?,recomendacion.solicitar_recomendacion_por_restriccion,False,[],"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""gluten"", ""canonical"": ""Gluten"", ""text"": ""gluten"", ""normalized_text"": ""gluten"", ""start_char"": 21, ""end_char"": 27, ""start_token"": 5, ""end_token"": 6, ""priority"": 90, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": [{""entity_type"": ""ALERGENO"", ""entity_id"": ""gluten"", ""canonical"": ""Gluten"", ""text"": ""gluten""}]}",
caso_174,¿La mojarra se puede hacer a la plancha?,¿la mojarra se puede hacer a la plancha?,catalogo.consultar_preparacion_producto,False,[],"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""mojarra"", ""canonical"": ""mojarra"", ""text"": ""mojarra"", ""normalized_text"": ""mojarra"", ""start_char"": 4, ""end_char"": 11, ""start_token"": 2, ""end_token"": 3, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_plancha"", ""canonical"": ""a_la_plancha"", ""text"": ""a la plancha"", ""normalized_text"": ""a la plancha"", ""start_char"": 27, ""end_char"": 39, ""start_token"": 6, ""end_token"": 9, ""priority"": 75, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""mojarra"", ""canonical"": ""mojarra"", ""text"": ""mojarra""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_plancha"", ""canonical"": ""a_la_plancha"", ""text"": ""a la plancha""}]}",
caso_176,¿Qué acompañamientos tienen huevo?,¿qué acompañamientos tienen huevo?,seguridad_alimentaria.consultar_alergenos,False,[],"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""huevo"", ""canonical"": ""Huevo"", ""text"": ""huevo"", ""normalized_text"": ""huevo"", ""start_char"": 28, ""end_char"": 33, ""start_token"": 4, ""end_token"": 5, ""priority"": 90, ""source"": ""PhraseMatcher""}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": [{""entity_type"": ""ALERGENO"", ""entity_id"": ""huevo"", ""canonical"": ""Huevo"", ""text"": ""huevo""}]}",
caso_177,¿El aceite se comparte con productos apanados?,¿el aceite se comparte con productos apanados?,seguridad_alimentaria.consultar_contaminacion_cruzada,True,"[{""rule_id"": ""CROSS_CONTAMINATION"", ""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_contaminacion_cruzada"", ""weight"": 0.82, ""text"": ""aceite"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]",[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_178,¿Tienen una opción vegetariana?,¿tienen una opción vegetariana?,catalogo.consultar_categoria_por_restriccion,False,[],[],"{""quantities"": [1], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_181,Necesito almuerzo para doce personas.,necesito almuerzo para doce personas.,pedido.iniciar_pedido_grupal,False,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""doce"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": true}]",[],"{""quantities"": [12], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
caso_182,¿Pueden entregar todos los pedidos marcados?,¿pueden entregar todos los pedidos marcados?,operacion.consultar_empaque,False,[],[],"{""quantities"": [], ""monetary_values"": [], ""has_negation"": false, ""referenced_entities"": []}",
