caso_id,mensaje,subintencion_esperada,mensaje_normalizado,evidencias_matcher,evidencias_lemas,lemas,lemas_apoyan_subintencion,error
caso_081,¿Hoy sí tienen mapará?,consultar_disponibilidad_producto,¿hoy sí tienen mapará?,"[{""rule_id"": ""AVAILABILITY_PRODUCT"", ""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""weight"": 0.52, ""text"": ""tienen mapará"", ""start_token"": 3, ""end_token"": 5, ""requires_context"": false}]","[{""lemma"": ""tener"", ""matched_text"": ""tienen"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 3, ""source"": ""catalog_fallback""}]","[{""text"": ""hoy"", ""lemma"": ""hoy"", ""source"": ""spacy""}, {""text"": ""sí"", ""lemma"": ""sí"", ""source"": ""spacy""}, {""text"": ""tienen"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""mapará"", ""lemma"": ""mapacer"", ""source"": ""spacy""}]",False,
caso_082,Deme el mismo de la vez pasada.,repetir_pedido,deme el mismo de la vez pasada.,"[{""rule_id"": ""MENU_RETRY"", ""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""weight"": 0.65, ""text"": ""vez"", ""start_token"": 5, ""end_token"": 6, ""requires_context"": true}]",[],"[{""text"": ""deme"", ""lemma"": ""deme"", ""source"": ""spacy""}, {""text"": ""el"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""mismo"", ""lemma"": ""mismo"", ""source"": ""spacy""}, {""text"": ""de"", ""lemma"": ""de"", ""source"": ""spacy""}, {""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""vez"", ""lemma"": ""vez"", ""source"": ""spacy""}, {""text"": ""pasada"", ""lemma"": ""pasado"", ""source"": ""spacy""}]",False,
caso_084,¿Me lo manda para la misma dirección?,usar_direccion_previa,¿me lo manda para la misma dirección?,[],"[{""lemma"": ""enviar"", ""matched_text"": ""manda"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.16, ""token_index"": 3, ""source"": ""catalog_fallback""}]","[{""text"": ""me"", ""lemma"": ""yo"", ""source"": ""spacy""}, {""text"": ""lo"", ""lemma"": ""él"", ""source"": ""spacy""}, {""text"": ""manda"", ""lemma"": ""enviar"", ""source"": ""catalog_fallback""}, {""text"": ""para"", ""lemma"": ""para"", ""source"": ""spacy""}, {""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""misma"", ""lemma"": ""mismo"", ""source"": ""spacy""}, {""text"": ""dirección"", ""lemma"": ""dirección"", ""source"": ""spacy""}]",False,
caso_091,Mándeme dos mojarras fritas.,agregar_productos_pedido,mándeme dos mojarras fritas.,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""dos"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": true}]",[],"[{""text"": ""mándeme"", ""lemma"": ""mándemir"", ""source"": ""spacy""}, {""text"": ""dos"", ""lemma"": ""dos"", ""source"": ""spacy""}, {""text"": ""mojarras"", ""lemma"": ""mojarra"", ""source"": ""spacy""}, {""text"": ""fritas"", ""lemma"": ""frito"", ""source"": ""spacy""}]",False,
caso_092,"La de siempre, pero sin salsa.",solicitar_modificacion,"la de siempre, pero sin salsa.","[{""rule_id"": ""MODIFICATION_REMOVE"", ""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""weight"": 0.62, ""text"": ""sin salsa"", ""start_token"": 5, ""end_token"": 7, ""requires_context"": false}]",[],"[{""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""de"", ""lemma"": ""de"", ""source"": ""spacy""}, {""text"": ""siempre"", ""lemma"": ""siempre"", ""source"": ""spacy""}, {""text"": ""pero"", ""lemma"": ""pero"", ""source"": ""spacy""}, {""text"": ""sin"", ""lemma"": ""sin"", ""source"": ""spacy""}, {""text"": ""salsa"", ""lemma"": ""salsa"", ""source"": ""spacy""}]",False,
caso_095,¿Hay sancocho de bagre?,consultar_disponibilidad_producto,¿hay sancocho de bagre?,"[{""rule_id"": ""AVAILABILITY_PRODUCT"", ""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""weight"": 0.52, ""text"": ""hay sancocho"", ""start_token"": 1, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""AVAILABILITY_PRODUCT"", ""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""weight"": 0.52, ""text"": ""hay sancocho de"", ""start_token"": 1, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""AVAILABILITY_PRODUCT"", ""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""weight"": 0.52, ""text"": ""hay sancocho de bagre"", ""start_token"": 1, ""end_token"": 5, ""requires_context"": false}]","[{""lemma"": ""haber"", ""matched_text"": ""hay"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 1, ""source"": ""catalog_fallback""}]","[{""text"": ""hay"", ""lemma"": ""haber"", ""source"": ""catalog_fallback""}, {""text"": ""sancocho"", ""lemma"": ""sancocho"", ""source"": ""spacy""}, {""text"": ""de"", ""lemma"": ""de"", ""source"": ""spacy""}, {""text"": ""bagre"", ""lemma"": ""bagre"", ""source"": ""spacy""}]",False,
caso_096,¿Me reserva la mesa de siempre?,solicitar_reserva,¿me reserva la mesa de siempre?,"[{""rule_id"": ""RESERVATION_REQUEST"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.58, ""text"": ""reserva"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""reserva"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""reserva"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]","[{""lemma"": ""reservar"", ""matched_text"": ""reserva"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.25, ""token_index"": 2, ""source"": ""catalog_fallback""}]","[{""text"": ""me"", ""lemma"": ""yo"", ""source"": ""spacy""}, {""text"": ""reserva"", ""lemma"": ""reservar"", ""source"": ""catalog_fallback""}, {""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""mesa"", ""lemma"": ""mesa"", ""source"": ""spacy""}, {""text"": ""de"", ""lemma"": ""de"", ""source"": ""spacy""}, {""text"": ""siempre"", ""lemma"": ""siempre"", ""source"": ""spacy""}]",True,
caso_097,¿Qué cambió del menú?,consultar_cambios_menu,¿qué cambió del menú?,"[{""rule_id"": ""MENU_RETRY"", ""intent"": ""menu"", ""subintent"": ""reenviar_menu"", ""weight"": 0.65, ""text"": ""menú"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": true}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""menú"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""menú"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": false}]",[],"[{""text"": ""qué"", ""lemma"": ""qué"", ""source"": ""spacy""}, {""text"": ""cambió"", ""lemma"": ""cambiar"", ""source"": ""spacy""}, {""text"": ""del"", ""lemma"": ""del"", ""source"": ""spacy""}, {""text"": ""menú"", ""lemma"": ""menú"", ""source"": ""spacy""}]",False,
caso_098,¿La dirección es la misma?,consultar_ubicacion,¿la dirección es la misma?,[],[],"[{""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""dirección"", ""lemma"": ""dirección"", ""source"": ""spacy""}, {""text"": ""es"", ""lemma"": ""ser"", ""source"": ""spacy""}, {""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""misma"", ""lemma"": ""mismo"", ""source"": ""spacy""}]",False,
caso_099,Anote un arroz con camarón.,agregar_producto_pedido,anote un arroz con camarón.,"[{""rule_id"": ""ORDER_WANT_PRODUCT"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.58, ""text"": ""anote un arroz"", ""start_token"": 0, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.58, ""text"": ""anote un arroz con"", ""start_token"": 0, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.58, ""text"": ""anote un arroz con camarón"", ""start_token"": 0, ""end_token"": 5, ""requires_context"": false}]",[],"[{""text"": ""anote"", ""lemma"": ""anote"", ""source"": ""spacy""}, {""text"": ""un"", ""lemma"": ""uno"", ""source"": ""spacy""}, {""text"": ""arroz"", ""lemma"": ""arroz"", ""source"": ""spacy""}, {""text"": ""con"", ""lemma"": ""con"", ""source"": ""spacy""}, {""text"": ""camarón"", ""lemma"": ""camarón"", ""source"": ""spacy""}]",False,
caso_103,¿Tienen langostinos?,consultar_producto,¿tienen langostinos?,[],"[{""lemma"": ""tener"", ""matched_text"": ""tienen"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 1, ""source"": ""catalog_fallback""}]","[{""text"": ""tienen"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""langostinos"", ""lemma"": ""langostino"", ""source"": ""spacy""}]",True,
caso_105,¿Pueden organizar un almuerzo empresarial?,consultar_eventos,¿pueden organizar un almuerzo empresarial?,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""almuerzo"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""almuerzo empresarial"", ""start_token"": 4, ""end_token"": 6, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""empresarial"", ""start_token"": 5, ""end_token"": 6, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""almuerzo"", ""start_token"": 4, ""end_token"": 5, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""almuerzo empresarial"", ""start_token"": 4, ""end_token"": 6, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""empresarial"", ""start_token"": 5, ""end_token"": 6, ""requires_context"": false}]",[],"[{""text"": ""pueden"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""organizar"", ""lemma"": ""organizar"", ""source"": ""spacy""}, {""text"": ""un"", ""lemma"": ""uno"", ""source"": ""spacy""}, {""text"": ""almuerzo"", ""lemma"": ""almuerzo"", ""source"": ""spacy""}, {""text"": ""empresarial"", ""lemma"": ""empresarial"", ""source"": ""spacy""}]",False,
caso_113,¿Puedo reservar un espacio privado?,consultar_reserva,¿puedo reservar un espacio privado?,"[{""rule_id"": ""RESERVATION_REQUEST"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.58, ""text"": ""reservar"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]","[{""lemma"": ""reservar"", ""matched_text"": ""reservar"", ""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""weight"": 0.25, ""token_index"": 2, ""source"": ""catalog_fallback""}]","[{""text"": ""puedo"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""reservar"", ""lemma"": ""reservar"", ""source"": ""catalog_fallback""}, {""text"": ""un"", ""lemma"": ""uno"", ""source"": ""spacy""}, {""text"": ""espacio"", ""lemma"": ""espacio"", ""source"": ""spacy""}, {""text"": ""privado"", ""lemma"": ""privado"", ""source"": ""spacy""}]",False,
caso_114,¿Cuál es la capacidad máxima para eventos?,consultar_eventos,¿cuál es la capacidad máxima para eventos?,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""eventos"", ""start_token"": 7, ""end_token"": 8, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""eventos"", ""start_token"": 7, ""end_token"": 8, ""requires_context"": false}]",[],"[{""text"": ""cuál"", ""lemma"": ""cuál"", ""source"": ""spacy""}, {""text"": ""es"", ""lemma"": ""ser"", ""source"": ""spacy""}, {""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""capacidad"", ""lemma"": ""capacidad"", ""source"": ""spacy""}, {""text"": ""máxima"", ""lemma"": ""máximo"", ""source"": ""spacy""}, {""text"": ""para"", ""lemma"": ""para"", ""source"": ""spacy""}, {""text"": ""eventos"", ""lemma"": ""evento"", ""source"": ""spacy""}]",False,
caso_116,¿El parqueadero tiene costo?,consultar_parqueadero,¿el parqueadero tiene costo?,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""parqueadero"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""parqueadero"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}]","[{""lemma"": ""tener"", ""matched_text"": ""tiene"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 3, ""source"": ""catalog_fallback""}]","[{""text"": ""el"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""parqueadero"", ""lemma"": ""parqueadero"", ""source"": ""spacy""}, {""text"": ""tiene"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""costo"", ""lemma"": ""costo"", ""source"": ""spacy""}]",False,
caso_117,¿Pueden adaptar un plato sin camarón?,solicitar_modificacion,¿pueden adaptar un plato sin camarón?,"[{""rule_id"": ""MODIFICATION_REMOVE"", ""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""weight"": 0.62, ""text"": ""sin camarón"", ""start_token"": 5, ""end_token"": 7, ""requires_context"": false}]",[],"[{""text"": ""pueden"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""adaptar"", ""lemma"": ""adaptar"", ""source"": ""spacy""}, {""text"": ""un"", ""lemma"": ""uno"", ""source"": ""spacy""}, {""text"": ""plato"", ""lemma"": ""plato"", ""source"": ""spacy""}, {""text"": ""sin"", ""lemma"": ""sin"", ""source"": ""spacy""}, {""text"": ""camarón"", ""lemma"": ""camarón"", ""source"": ""spacy""}]",False,
caso_118,Necesito propuesta para veinte personas.,solicitar_evento,necesito propuesta para veinte personas.,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""veinte"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": true}]",[],"[{""text"": ""necesito"", ""lemma"": ""necesitar"", ""source"": ""spacy""}, {""text"": ""propuesta"", ""lemma"": ""propuesta"", ""source"": ""spacy""}, {""text"": ""para"", ""lemma"": ""para"", ""source"": ""spacy""}, {""text"": ""veinte"", ""lemma"": ""veinte"", ""source"": ""spacy""}, {""text"": ""personas"", ""lemma"": ""persona"", ""source"": ""spacy""}]",False,
caso_119,¿Manejan factura electrónica?,consultar_facturacion,¿manejan factura electrónica?,"[{""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""factura"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""factura electrónica"", ""start_token"": 2, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""MENU_REQUEST"", ""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""weight"": 0.55, ""text"": ""electrónica"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""factura"", ""start_token"": 2, ""end_token"": 3, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""factura electrónica"", ""start_token"": 2, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""DELIVERY_QUERY"", ""intent"": ""domicilio"", ""subintent"": ""consultar_domicilio"", ""weight"": 0.54, ""text"": ""electrónica"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}]","[{""lemma"": ""facturar"", ""matched_text"": ""factura"", ""intent"": ""operacion"", ""subintent"": ""consultar_facturacion"", ""weight"": 0.24, ""token_index"": 2, ""source"": ""catalog_fallback""}]","[{""text"": ""manejan"", ""lemma"": ""manejar"", ""source"": ""spacy""}, {""text"": ""factura"", ""lemma"": ""facturar"", ""source"": ""catalog_fallback""}, {""text"": ""electrónica"", ""lemma"": ""electrónico"", ""source"": ""spacy""}]",True,
caso_125,quiero pesacado frito,iniciar_pedido,quiero pesacado frito,[],"[{""lemma"": ""querer"", ""matched_text"": ""quiero"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.12, ""token_index"": 0, ""source"": ""catalog_fallback""}]","[{""text"": ""quiero"", ""lemma"": ""querer"", ""source"": ""catalog_fallback""}, {""text"": ""pesacado"", ""lemma"": ""pesacado"", ""source"": ""spacy""}, {""text"": ""frito"", ""lemma"": ""frito"", ""source"": ""spacy""}]",True,
caso_131,tiene camaron,consultar_producto,tiene camaron,"[{""rule_id"": ""AVAILABILITY_PRODUCT"", ""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""weight"": 0.52, ""text"": ""tiene camaron"", ""start_token"": 0, ""end_token"": 2, ""requires_context"": false}]","[{""lemma"": ""tener"", ""matched_text"": ""tiene"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 0, ""source"": ""catalog_fallback""}]","[{""text"": ""tiene"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""camaron"", ""lemma"": ""camar"", ""source"": ""spacy""}]",True,
caso_132,uno de esos,agregar_producto_pedido,uno de esos,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""uno"", ""start_token"": 0, ""end_token"": 1, ""requires_context"": true}]",[],"[{""text"": ""uno"", ""lemma"": ""uno"", ""source"": ""spacy""}, {""text"": ""de"", ""lemma"": ""de"", ""source"": ""spacy""}, {""text"": ""esos"", ""lemma"": ""ese"", ""source"": ""spacy""}]",False,
caso_133,lo quiero en salsa,seleccionar_preparacion,lo quiero en salsa,[],"[{""lemma"": ""querer"", ""matched_text"": ""quiero"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.12, ""token_index"": 1, ""source"": ""catalog_fallback""}]","[{""text"": ""lo"", ""lemma"": ""él"", ""source"": ""spacy""}, {""text"": ""quiero"", ""lemma"": ""querer"", ""source"": ""catalog_fallback""}, {""text"": ""en"", ""lemma"": ""en"", ""source"": ""spacy""}, {""text"": ""salsa"", ""lemma"": ""salso"", ""source"": ""spacy""}]",False,
caso_139,quiero dos mojaras,agregar_producto_pedido,quiero dos mojaras,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""dos"", ""start_token"": 1, ""end_token"": 2, ""requires_context"": true}]","[{""lemma"": ""querer"", ""matched_text"": ""quiero"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.12, ""token_index"": 0, ""source"": ""catalog_fallback""}]","[{""text"": ""quiero"", ""lemma"": ""querer"", ""source"": ""catalog_fallback""}, {""text"": ""dos"", ""lemma"": ""dos"", ""source"": ""spacy""}, {""text"": ""mojaras"", ""lemma"": ""mojara"", ""source"": ""spacy""}]",False,
caso_144,precios,consultar_precios_generales,precios,[],"[{""lemma"": ""precio"", ""matched_text"": ""precios"", ""intent"": ""precio"", ""subintent"": ""consultar_precios_generales"", ""weight"": 0.18, ""token_index"": 0, ""source"": ""catalog_fallback""}]","[{""text"": ""precios"", ""lemma"": ""precio"", ""source"": ""catalog_fallback""}]",True,
caso_145,qué hay,consultar_menu_general,qué hay,[],"[{""lemma"": ""haber"", ""matched_text"": ""hay"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 1, ""source"": ""catalog_fallback""}]","[{""text"": ""qué"", ""lemma"": ""qué"", ""source"": ""spacy""}, {""text"": ""hay"", ""lemma"": ""haber"", ""source"": ""catalog_fallback""}]",False,
caso_147,uno frito,seleccionar_preparacion,uno frito,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""uno"", ""start_token"": 0, ""end_token"": 1, ""requires_context"": true}]",[],"[{""text"": ""uno"", ""lemma"": ""uno"", ""source"": ""spacy""}, {""text"": ""frito"", ""lemma"": ""frito"", ""source"": ""spacy""}]",False,
caso_153,2,indicar_cantidad,2,"[{""rule_id"": ""QUANTITY_ONLY"", ""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""weight"": 0.38, ""text"": ""2"", ""start_token"": 0, ""end_token"": 1, ""requires_context"": true}]",[],[],False,
caso_156,qué es marinera,consultar_definicion_preparacion,qué es marinera,[],[],"[{""text"": ""qué"", ""lemma"": ""qué"", ""source"": ""spacy""}, {""text"": ""es"", ""lemma"": ""ser"", ""source"": ""spacy""}, {""text"": ""marinera"", ""lemma"": ""marinera"", ""source"": ""spacy""}]",False,
caso_161,¿La cazuela tiene leche o crema?,consultar_alergenos,¿la cazuela tiene leche o crema?,[],"[{""lemma"": ""tener"", ""matched_text"": ""tiene"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 3, ""source"": ""catalog_fallback""}]","[{""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""cazuela"", ""lemma"": ""cazuela"", ""source"": ""spacy""}, {""text"": ""tiene"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""leche"", ""lemma"": ""leche"", ""source"": ""spacy""}, {""text"": ""crema"", ""lemma"": ""crema"", ""source"": ""spacy""}]",False,
caso_163,¿Qué opción no es frita?,consultar_preparacion,¿qué opción no es frita?,[],[],"[{""text"": ""qué"", ""lemma"": ""qué"", ""source"": ""spacy""}, {""text"": ""opción"", ""lemma"": ""opción"", ""source"": ""spacy""}, {""text"": ""no"", ""lemma"": ""no"", ""source"": ""spacy""}, {""text"": ""es"", ""lemma"": ""ser"", ""source"": ""spacy""}, {""text"": ""frita"", ""lemma"": ""frito"", ""source"": ""spacy""}]",False,
caso_165,"Soy alérgica al camarón, ¿qué puedo pedir?",solicitar_recomendacion_por_alergia,"soy alérgica al camarón, ¿qué puedo pedir?","[{""rule_id"": ""ALLERGY_QUERY"", ""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_alergenos"", ""weight"": 0.8, ""text"": ""alérgica al camarón"", ""start_token"": 1, ""end_token"": 4, ""requires_context"": false}]","[{""lemma"": ""alérgico"", ""matched_text"": ""alérgica"", ""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_alergenos"", ""weight"": 0.42, ""token_index"": 1, ""source"": ""catalog_fallback""}, {""lemma"": ""pedir"", ""matched_text"": ""pedir"", ""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""weight"": 0.24, ""token_index"": 8, ""source"": ""catalog_fallback""}]","[{""text"": ""soy"", ""lemma"": ""ser"", ""source"": ""spacy""}, {""text"": ""alérgica"", ""lemma"": ""alérgico"", ""source"": ""catalog_fallback""}, {""text"": ""al"", ""lemma"": ""al"", ""source"": ""spacy""}, {""text"": ""camarón"", ""lemma"": ""camarón"", ""source"": ""spacy""}, {""text"": ""qué"", ""lemma"": ""qué"", ""source"": ""spacy""}, {""text"": ""puedo"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""pedir"", ""lemma"": ""pedir"", ""source"": ""catalog_fallback""}]",False,
caso_170,¿Qué platos tienen sin mariscos?,consultar_categoria_por_restriccion,¿qué platos tienen sin mariscos?,[],"[{""lemma"": ""tener"", ""matched_text"": ""tienen"", ""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""weight"": 0.12, ""token_index"": 3, ""source"": ""catalog_fallback""}]","[{""text"": ""qué"", ""lemma"": ""qué"", ""source"": ""spacy""}, {""text"": ""platos"", ""lemma"": ""plato"", ""source"": ""spacy""}, {""text"": ""tienen"", ""lemma"": ""tener"", ""source"": ""catalog_fallback""}, {""text"": ""sin"", ""lemma"": ""sin"", ""source"": ""spacy""}, {""text"": ""mariscos"", ""lemma"": ""marisco"", ""source"": ""spacy""}]",False,
caso_171,¿La salsa marinera contiene lácteos?,consultar_alergenos,¿la salsa marinera contiene lácteos?,[],[],"[{""text"": ""la"", ""lemma"": ""el"", ""source"": ""spacy""}, {""text"": ""salsa"", ""lemma"": ""salso"", ""source"": ""spacy""}, {""text"": ""marinera"", ""lemma"": ""marinera"", ""source"": ""spacy""}, {""text"": ""contiene"", ""lemma"": ""contener"", ""source"": ""spacy""}, {""text"": ""lácteos"", ""lemma"": ""lácteo"", ""source"": ""spacy""}]",False,
caso_172,¿Pueden usar utensilios separados?,consultar_contaminacion_cruzada,¿pueden usar utensilios separados?,"[{""rule_id"": ""CROSS_CONTAMINATION"", ""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_contaminacion_cruzada"", ""weight"": 0.82, ""text"": ""utensilios"", ""start_token"": 3, ""end_token"": 4, ""requires_context"": false}, {""rule_id"": ""CROSS_CONTAMINATION"", ""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_contaminacion_cruzada"", ""weight"": 0.82, ""text"": ""utensilios separados"", ""start_token"": 3, ""end_token"": 5, ""requires_context"": false}]",[],"[{""text"": ""pueden"", ""lemma"": ""poder"", ""source"": ""spacy""}, {""text"": ""usar"", ""lemma"": ""usar"", ""source"": ""spacy""}, {""text"": ""utensilios"", ""lemma"": ""utensilio"", ""source"": ""spacy""}, {""text"": ""separados"", ""lemma"": ""separado"", ""source"": ""spacy""}]",False,
